0	0.00000918
1	0.000010645
2	0.000153906
3	0.000249316
4	0.001397949
5	0.003188965
6	0.012978711
7	0.013878125
8	0.052058008
9	0.043127148
10	0.07578916
11	0.051986035
12	0.106209277
13	0.071886426
14	0.1358375
15	0.103907813
16	0.187310352
17	0.060552539
18	0.053367969
19	0.015180762
20	0.00825166
21	0.001361133
22	0.001168945
23	0.000078516
24	0.000059961
