0.0    9.475085889177397e-14
1.0    1.6619391309421162e-6
2.0    3.6524565871584736e-5
3.0    2.3523150685560294e-5
4.0    0.00011194246923486457
5.0    0.0003263547799838122
6.0    0.0005067334226763413
7.0    0.0023874594114583676
8.0    0.0031906663840172364
9.0    0.035524755546436075
10.0    0.04747625981763
11.0    0.1906100642445373
12.0    0.1545055152000167
13.0    0.3336957977524146
14.0    0.12776974703930086
15.0    0.07153807266381693
16.0    0.01817832213689246
17.0    0.010593385456370693
18.0    0.00195468644188678
19.0    0.0011974925066547978
20.0    0.00021443037031988827
21.0    0.00011535162496501512
22.0    4.118133302551081e-5
23.0    4.919245955946142e-8
24.0    2.2550119172962224e-8
0.0    1.4211378103788897e-7
1.0    4.551117156898851e-6
2.0    3.2985653724393476e-5
3.0    3.935695597944756e-5
4.0    0.00018853293834986782
5.0    0.001011078367100419
6.0    0.0014372297146044376
7.0    0.00740990375708363
8.0    0.010786738369754884
9.0    0.042081888681589213
10.0    0.0608868638089831
11.0    0.18388626659589463
12.0    0.15729412340452842
13.0    0.31656147294322523
14.0    0.11228243636767665
15.0    0.07192453543560165
16.0    0.018152666250044903
17.0    0.011967772964685895
18.0    0.002141309271972
19.0    0.0015542878265542622
20.0    0.00025168359690967896
21.0    6.295830810153082e-5
22.0    3.467686435508778e-5
23.0    5.918439000326747e-6
24.0    6.202533423655745e-7
