0	0
1	0.0001
2	0.0006
3	0.0008
4	0.0064
5	0.0112
6	0.0449
7	0.0642
8	0.205
9	0.1079
10	0.1355
11	0.0694
12	0.0957
13	0.0516
14	0.0786
15	0.0439
16	0.0584
17	0.0144
18	0.0083
19	0.0019
20	0.0009
21	0.0001
22	0.0001
23	0
24	0
