0 4.0e-6
1 0.000195
2 0.000399
3 0.002856
4 0.006446
5 0.032065
6 0.027776
7 0.054747
8 0.061099
9 0.188306
10 0.098917
11 0.13678
12 0.081831
13 0.118738
14 0.058329
15 0.070281
16 0.020906
17 0.019975
18 0.007889
19 0.009339
20 0.001792
21 0.00098
22 0.000279
23 6.8e-5
24 3.0e-6
