0.0    2.7488473861280566e-6
1.0    0.0001821046824429168
2.0    0.00021007859030858786
3.0    0.005050697879608565
4.0    0.01723645176924613
5.0    0.10688210813330949
6.0    0.07854144390220845
7.0    0.1346429465585594
8.0    0.08698419482549051
9.0    0.14539096649400263
10.0    0.07366490018272674
11.0    0.10509097818051735
12.0    0.054714372842217765
13.0    0.08060223940632405
14.0    0.03490836312644191
15.0    0.037234153010173035
16.0    0.015331759020401405
17.0    0.014720284342866022
18.0    0.00404720462707588
19.0    0.003396774914563085
20.0    0.0008271463985893953
21.0    0.00030108171340107305
22.0    2.2016269344476573e-5
23.0    1.4898815228430493e-5
24.0    8.546756638619845e-8
