0	0
0.041666666666667	0.00017
0.083333333333333	0.00021
0.125	0.0042
0.166666666666667	0.01657
0.208333333333333	0.10736
0.25	0.07787
0.291666666666667	0.13307
0.333333333333333	0.08599
0.375	0.14489
0.416666666666667	0.07456
0.458333333333333	0.10497
0.5	0.05562
0.541666666666667	0.08168
0.583333333333333	0.0342
0.625	0.0382
0.666666666666667	0.01592
0.708333333333333	0.01561
0.75	0.00407
0.791666666666667	0.00362
0.833333333333333	0.0009
0.875	0.0003
0.916666666666667	2E-05
0.958333333333333	2E-05
1	0
