0.0    2.757358645134653e-7
1.0    9.253234918606196e-7
2.0    3.5590833747610966e-5
3.0    6.612772683826663e-5
4.0    0.0008565289625014869
5.0    0.003306640951678934
6.0    0.023030809426183192
7.0    0.041651311679110986
8.0    0.1621355743197617
9.0    0.115889003087951
10.0    0.20508670977809557
11.0    0.1131747249525654
12.0    0.15524940118024477
13.0    0.06393921470960102
14.0    0.06595896867407376
15.0    0.021783065580770485
16.0    0.01865161727312452
17.0    0.00515637006821777
18.0    0.0032639328235248353
19.0    0.0005811960476547861
20.0    0.00016598345734117518
21.0    1.1277257909405501e-5
22.0    4.478499787625438e-6
23.0    2.4914707746852957e-7
24.0    2.2502881997540595e-8
