
beta=0.5 seed=1234
1	0.4258238586425781	0.0004939092896792453	0.08962739134362005
2	0.18644847522735603	0.0004318824188022249	0.08919854011220313
3	0.06089648437499997	0.045367008880059095	0.01331762973767695
4	0.0009238281250000082	0.04571235522331469	0.048867928466253985
5	-0.025330078124999995	0.04646352820167022	0.04659677145525046
6	24.797007812500002	0.22047434716753614	-0.042278092904207344
7	25.109289062500004	0.22072036707768805	-0.020084406928248942
8	25.106351562500002	0.23308952856596885	-0.010917616368796457
0.0004428360859227709	0.00015715456367537683	8.27900326889619e-5	0.0007768592174794975	0.0003491797683414788	0.001106040267716324	

beta=2.0 seed=1234
1	0.4413091552734375	0.0004896088680578934	-0.018614966849650968
2	0.19978274604797366	0.0004448285939768919	-0.017708593804073237
3	-0.0310234375	0.0459225356798424	0.08251269071276963
4	-0.05151562499999998	0.043177719106457325	-0.016492910171030564
5	0.05252734374999999	0.04613308150797229	0.012017605758168362
6	25.0601640625	0.23605129574088524	0.00394410119116262
7	24.941953125	0.22769115548656504	0.039871866454838825
8	25.226421875	0.23657996087520308	0.028085025199246636
0.00038936988727922284	0.00016113601646861042	0.0001839993194945322	0.0008252096649421503	0.0004205804345529529	0.001297972202027431	

beta=5.0 seed=1234
1	0.3869886047363281	0.0005641356610072771	0.03108834644034397
2	0.15553387233734128	0.000452578478391124	0.027608579814011873
3	0.021830078125	0.048480484526292	0.09580404310520729
4	-0.003169921874999998	0.04713280196857045	0.0484146296601226
5	-0.11043749999999998	0.046722173785935496	0.028913226655600827
6	25.132671874999993	0.23089039631445346	0.00037641732438683937
7	24.816703125000007	0.2324195205656547	0.0921619392608734
8	25.001148437500007	0.2300828246732262	0.02714162381696623
0.0003747268559024519	0.00016459581661099065	0.000466571130674609	0.000746371914130961	0.0008987235602271326	0.0018251608220358762	

beta=10.0 seed=1234
1	0.3520159423828125	0.0005701057553627943	0.005640138372897354
2	0.12957502586364744	0.0004241315622139454	0.001037963984649811
3	-0.011800781250000015	0.04908213984452405	0.020386077231571476
4	0.06586718750000002	0.04775688505136554	0.07189649406219271
5	0.256669921875	0.049302089614651864	0.04182023231039987
6	25.16815625	0.24136064067268148	-0.03995735943766161
7	25.099796875000006	0.23936272592387534	-0.04731039166833376
8	25.649773437500002	0.2443834542662226	-0.00857843471740959
0.0004420968421090521	0.000158357595313241	0.0016637344959766764	0.0008602732670004443	0.002402455207795917	0.003972647528218687	

beta=15.0 seed=1234
1	0.39243599853515626	0.0004922936046336891	0.0762325006178518
2	0.1582605237579346	0.0003965393717914435	0.07057989217529648
3	-0.0059960937500000075	0.050198068733609436	0.06890477587587926
4	0.071841796875	0.049355955478596086	0.030026717949630827
5	0.183638671875	0.051626161600841707	0.02538770703501442
6	25.0611640625	0.2426431458079835	0.0701009211317123
7	24.964054687500003	0.2484126270489778	-0.009881345213635071
8	25.7618828125	0.24682321682861463	-0.031211132604488746
0.0004255768562355655	0.0001819803770573003	0.00309320966086446	0.0009053257564701767	0.0035215668478567608	0.006368350626249963	

beta=20.0 seed=1234
1	0.28387534790039054	0.0005446808469876859	0.010650375323760595
2	0.08527211566925048	0.0003295605892890382	0.006277875792239273
3	0.04500781250000001	0.047896615205683404	0.023238344770883386
4	0.17256835937500004	0.053890419828833795	-0.015526203795418001
5	-2.8571289062500007	0.05491562274562452	0.014326382248583536
6	25.156273437499998	0.24024636085445134	0.0699973122003456
7	25.677773437499997	0.2667543680001367	0.06091664633433985
8	33.571601562500014	0.37447287383953104	0.02797361460672175
0.00048223640871647433	0.00021209709824088208	0.0024521484661166326	0.0009911067795229656	0.0073154498625633835	0.010909121702324498	

beta=30.0 seed=1234
1	0.20956730346679686	0.0005818266203424752	0.05756583129505946
2	0.04806841983795166	0.0002738294042430756	0.05607879735116336
3	-0.04398046875000003	0.052108747760806914	0.11569472968952633
4	0.052072265625000023	0.057724030216288316	0.09406896508513193
5	-0.9788945312499997	0.05252847726397413	0.0691423687661185
6	24.586773437500003	0.25705600954176666	0.06526359468938271
7	24.517421875000004	0.28479389566919683	0.03152899652804808
8	24.085734375	0.2679476200815583	0.02144506700552133
0.0009149405119597276	0.00040164399450937083	0.009811988647292935	0.0015966539099894206	0.016874590783386267	0.023503998684039296	

beta=40.0 seed=1234
1	0.2885802368164061	0.00046108383330578965	0.014734820550037515
